label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12
2	984 m/(s^2)	0.9035	Applied Mathematics	Data Science	Fabrice	1.5483	1084	1.1565	1071	Chris	1.7406 N	Irvine	0.3972
4	145 m/(s^2)	0.2092	Computer Game Design	Natural Language Processing	Reilly	0.5027	1095	1.5041	1160	Tony	1.2466 N	Santa Clarita, Moreno Valley, Los Angeles, Sacramento	0.9029
3	346 m/(s^2)	0.5588	Computer Game Design	Computer Game Design	Chris	1.3656	-440	1.6731	884	Tony	1.1533 N	Oakland	0.6832
3	559 m/(s^2)	0.0756	Bioengineering	Bioinformatics	Chris	1.3101	484	0.4033	818	Inan	0.7628 N	Bakersfield	0.8889
4	1053 m/(s^2)	0.2066	Applied Mathematics	Natural Language Processing	Reilly	0.8457	1006	0.5702	1589	Eriq	0.4787 N	stockton	0.4544
1	679 m/(s^2)	1.1952	Biotechnology	Computer Game Design	Vani	0.6879	1133	1.4044	625	Michael	1.0857 N	San Bernardino	0.8617
5	1123 m/(s^2)	0.9725	Computational Media	Human Computer Interaction, Applied Mathematics, Games and Playable Media, Bioengineering	Tony	0.6081	562	0.5093	788	Andrew	0.4991 N	Fremont	0.9003
0	803 m/(s^2)	1.0306	N/A	Natural Language Processing	Michael	0.6218	185	0.9172	677	Sam	0.0093 N	Stockton	0.2118
2	910 m/(s^2)	1.0768	Applied Mathematics	Computer Science	Fabrice	1.1159	1156	0.7243	950	Andrew	1.3988 N	Irvine	1.2139
1	929 m/(s^2)	0.9751	Human Computer Interaction	Statistics	Vani	1.0264	788	0.628	278	Michael		San Jose, Modesto	0.9253
1	937 m/(s^2)	0.7513	Human Computer Interaction	Statistics	Vani	1.1389	n/a	1.4441	245	Chris	0.4982 N	Fremont	1.4082
0	1192 m/(s^2)	1.0254	Electrical Engineering	Robotics Engineering	Vani	0.7518	821	0.5908	650	Andrew	1.0546 N	Stockton, Santa Ana	0.6021
5	735 m/(s^2)	0.6035	Data Science	Games and Playable Media, Technology and Information Management	Tony	0.8795	454	0.6879	1521	Lise	0.7604 N	Chula Vista	0.6086
3	256 m/(s^2)	0.6342	Computer Science	Bioinformatics	cHRIS	1.1111	409	0.6902	1054	Tony	0.6338 N	San Francisco, Bakersfield	0.3391
3	306 m/(s^2)	0.4738	Statistics	Bioinformatics	Chris	1.1096	287	1.2748	833	Tony	0.932 N	San Francisco, Bakersfield	1.2809
0	864 m/(s^2)	0.7521	Electrical Engineering	Computational Media	Andrew	1.2352	398	0.8175	926	Inan	0.8151 N	Riverside	0.5329
2	882 m/(s^2)	1.7093	Data Science	Computer Engineering	Fabrice	0.5538	543	1.4402	792	Michael	1.2492 N	Long Beach	1.1899
2	1239 m/(s^2)	1.3085	Applied Mathematics	Computer Science	Eriq	1.0215	723	0.8321	939	Andrew	0.8344 N	Long Beach	0.8608
4	602 m/(s^2)	-0.0513	Games and Playable Media	Natural Language Processing	Reilly	0.9904	819	1.069	941	Reilly	1.2165 N	Sacramento, Los Angeles	1.2416
0	1133 m/(s^2)	1.4631	Electrical Engineering	Computational Media	Michael	0.7348	488	0.5629	620	Inan	1.1892 N	Santa Ana	-0.1508
2	726 m/(s^2)	1.1864	Applied Mathematics	Computer Science	Fabrice	1.3708	930	0.9939	1226	Andrew	1.3398 N	Irvine	0.1371
5	1009 m/(s^2)	1.1735	Data Science	Human Computer Interaction	Inan	0.4778	401	0.2979	1169	Chris	0.4567 N	Fresno, Fremont	0.6399
3	397 m/(s^2)	0.4128	Bioengineering	Biotechnology	Chris	1.0288	-291	1.008	858	Tony	0.7132 N	Bakersfield	0.9287
3	420 m/(s^2)	0.5495	Bioinformatics	Biotechnology	Chris	0.7823	-138	1.0031	806	Fabrice	0.8207 N	Riverside, Santa Ana	0.5382
0	1137 m/(s^2)	0.6647	Electrical Engineering	Robotics Engineering	Andrew	1.2141	31	1.3452	575	inan	1.0297 N	Oakland, San Jose, Modesto	None
2	621 m/(s^2)	1.0431	Applied Mathematics	Data Science	Eriq	0.1787	703	0.6721	1146	Andrew	1.3798 N	Long Beach	0.9674
5	845 m/(s^2)	1.4783	Technology and Information Management	Computational Media	INAN	0.801	546	0.5277	741	Lise	0.3116 N	Fremont, Fresno	0.7594
0	926 m/(s^2)	0.7313	Electrical Engineering	Computer Game Design	Michael	1.1463	286	0.6414	630	Inan	1.297 N	Riverside, Santa Ana	0.6498
0	689 m/(s^2)	0.9924	Electrical Engineering	Robotics Engineering	Andrew	0.1306	324	1.1696	284	Sam	1.5193 N	Santa Ana, Riverside	0.2882
1	748 m/(s^2)	0.5692	Human Computer Interaction	Computer Game Design	Vani	1.582	1052	1.2117	739	Chris	0.5522 N	Modesto, San Bernardino	0.3422
5	715 m/(s^2)	1.1776	Robotics Engineering	Human Computer Interaction, Games And Playable Media	Inan	0.2735	562	0.5545	689	Lise	0.7972 N	Fremont, Chula Vista	1.0332
3	327 m/(s^2)	1.0277	Computer Engineering	Biotechnology	Chris	0.9858	196	0.6993	600	Tony	0.9639 N	bAKERSFIELD, sAN dIEGO	0.6562
2	470 m/(s^2)	1.1562	Applied Mathematics	computer science	Fabrice	0.67	522	0.3556	1259	Andrew	0.8667 N	Long Beach	0.9169
4	391 m/(s^2)	-0.0371	Games and Playable Media	Natural Language Processing	Lise	1.2124	968	0.473	997	Eriq	0.9797 N	Moreno Valley	0.8824
4	494 m/(s^2)	0.2555	Computer Game Design	Natural Language Processing	Vani	1.3306	895	0.9464	781	Reilly	1.1761 N	Los Angeles, Sacramento	0.3441
1	431 m/(s^2)	1.1122	Bioinformatics	Computer Game Design	Vani	1.5435	1093	0.9429	434	Michael	0.9204 N	San Bernardino, Oakland, Modesto	0.9835
4	668 m/(s^2)	-0.0679	Games and Playable Media	Natural Language Processing	Michael	1.0476	741	1.0675	1094	Reilly	1.0253 N	Sacramento, Santa Clarita, Moreno Valley	0.7291
5	813 m/(s^2)	0.8295	Robotics Engineering	Technology and Information Management, Electrical Engineering	Tony	-0.0362	441	0.4488	915	Lise	0.352 N	Fresno	1.0472
2	1576 m/(s^2)	1.3826	Applied Mathematics	N/A	Fabrice	0.9526	912	None	840	Andrew	0.8479 N	IRVINE	0.4532
1	861 m/(s^2)	0.9249	Natural Language Processing	Computer Game Design	Vani	1.1551	1015	0.4807	296	Chris	0.3911 N	San Bernardino, Modesto, Oakland	0.6708
5	1036 m/(s^2)	0.8544	Computational Media	Technology and Information Management, Applied Mathematics, Electrical Engineering, Bioengineering, Human Computer Interaction	Vani	0.4998	413	0.587	614	Lise	0.5714 N	Fremont, Chula Vista	1.1396
2	790 m/(s^2)	1.189	Natural Language Processing	Computer Science	Fabrice	1.056	947	0.9849	448	Andrew	0.928 N	Irvine	1.4334
1	374 m/(s^2)	1.2487	Biotechnology	Statistics	Vani	1.5389	1528	0.9028	-95	Michael	0.9664 N	Oakland, San Jose, San Bernardino	0.9823
5	1072 m/(s^2)	1.1624	Robotics Engineering	Technology and Information Management, Bioengineering	Sam	-0.0061	927	0.6708	1132	Sam	-0.0829 N	Fresno, Fremont	0.6997
1	1127 m/(s^2)	0.6718	Human Computer Interaction	Statistics	Lise	1.2372	941	0.8681	-601	Chris	0.9766 N	Oakland, San Jose, San Bernardino	1.0652
3	272 m/(s^2)	0.7022	Statistics	Biotechnology	Chris	1.1832	7	0.8021	1106	Lise	1.1317 N	Fremont, Fresno	0.7423
0	958 m/(s^2)	0.6228	Electrical Engineering	Robotics Engineering	Andrew	1.09	381	1.242	353	Fabrice	1.3447 N	Santa Ana, Stockton	0.3544
0	975 m/(s^2)	1.8219	Electrical Engineering	Robotics Engineering	Andrew	0.5579	246	1.24	1068	Sam	0.5575 N	Stockton, Riverside	0.0902
2	822 m/(s^2)	0.7827	Natural Language Processing	Computer Science	Fabrice	1.5377	374	1.2927	1212	Andrew	1.47 N	Long Beach	0.8433
2	1101 m/(s^2)	1.1902	Natural Language Processing	Computer Science	Eriq	0.6207	839	0.7344	715	Andrew	0.7504 N	Long Beach	1.2749
0	1077 m/(s^2)	1.2287	Electrical Engineering	Robotics Engineering	Andrew	1.079	360	1.044	494	Inan	0.7026 N	Stockton	0.4772
1	714 m/(s^2)	0.5654	Human Computer Interaction	Statistics	Vani	0.9603	1492	1.2482	N/A	Chris	n/a	Modesto	None
1	625 m/(s^2)	0.9545	Human Computer Interaction	Computer Game Design	Vani	1.4067	983	1.452	-17	Chris	0.9389 N	Modesto	1.3759
2	880 m/(s^2)	0.7764	Natural Language Processing	Data Science	Fabrice	1.0557	599	0.7536	1158	Andrew	1.0008 N	Irvine	1.4868
4	1173 m/(s^2)	0.1437	Natural Language Processing	Natural Language Processing	Reilly	1.4021	1527	0.803	791	Lise	1.0925 N	Santa Clarita	0.552
5	1264 m/(s^2)	0.7679	TECHNOLOGY AND INFORMATION MANAGEMENT	Technology and Information Management	Inan	0.8166	561	0.344	1254	Lise	?	Irvine	0.8575
5	1044 m/(s^2)	1.4476	Data Science	Statistics	Vani	0.9659	473	0.4163	947	Lise	0.5584 N	Fremont, Fresno	0.907
4	783 m/(s^2)	-0.0709	Games and Playable Media	Computer Engineering	Lise	0.613	1049	1.0163	1558	Vani	1.5615 N	Anaheim, Moreno Valley	0.7201
2	746 m/(s^2)	0.9075	Applied Mathematics	Computer Science	Eriq	0.673	960	1.0543	718	Andrew	1.4258 N	Irvine	0.813
5	1080 m/(s^2)	0.9895	Technology and Information Management	Bioengineering, Games And Playable Media, Electrical Engineering, Technology And Information Management, Applied Mathematics	Sam	0.4204	267	0.2195	819	Lise	0.723 N	Fremont	0.9571
4	992 m/(s^2)	-0.0641	Games and Playable Media	Natural Language Processing	lISE	0.8722	1000	1.091	1140	Eriq	0.8873 N	Los Angeles, Anaheim	0.4378
1	1148 m/(s^2)	1.4567	Human Computer Interaction	Statistics	Vani	0.8616	750	0.9883	-247	Chris	0.7941 N	Oakland	1.0084
1	309 m/(s^2)	0.5901	Human Computer Interaction	Statistics	Vani	1.4239	808	1.0681	337	Chris	0.9904 N	Chula Vista, Fresno	0.608
1	874 m/(s^2)	0.8371	Human Computer Interaction	Computer Game Design	Vani	0.9666	1404	1.3968	-327	Chris	0.7745 N	Los Angeles	1.2491
3	208 m/(s^2)	0.6283	Statistics	Biotechnology	Chris	1.1607	464	0.3115	1335	Tony	0.6467 N	San Diego, San Francisco	-0.0378
3	33 m/(s^2)	0.6026	sTATISTICS	Bioinformatics	Chris	0.5381	289	1.0134	1042	Fabrice	0.6103 N	Bakersfield	0.9139
3	252 m/(s^2)	0.9197	Computer Engineering	Biotechnology	Chris	0.9052	102	0.9847	1103	fABRICE	0.455 N	Sacramento	0.5328
1	1077 m/(s^2)	1.0506	Human Computer Interaction	Statistics	Vani	0.9129	1099	1.1073	307	Chris	0.6497 N	Oakland	0.5875
4	661 m/(s^2)	0.8342	Computer Game Design	Natural Language Processing	Reilly	0.8009	1192	0.8659	n/a	Vani	1.0546 N	Moreno Valley, Santa Clarita	0.5592
4	792 m/(s^2)	0.4173	Computer Game Design	Bioinformatics	Reilly	0.8372	773	0.8048	1271	Reilly	1.1467 N		0.731
2	830 m/(s^2)	0.9166	Applied Mathematics	Data Science	Eriq	0.8304	848	1.0216	1889	Andrew	1.0526 N	Long Beach	0.5737
1	835 m/(s^2)	0.8124	Biotechnology	Statistics	Vani	0.5064	1150	0.9063	-395	Michael	0.9373 N	Riverside	0.8888
3	494 m/(s^2)	0.7334	Bioinformatics	Bioinformatics	Chris	1.1682	-258	1.0507	1370	Tony	0.6204 N		0.6256
0	1311 m/(s^2)	1.3726	Electrical Engineering	Computational Media	Andrew	0.8858	449	?	1029	Lise	0.8158 N	Santa Ana	0.212
5	725 m/(s^2)	1.0362	Robotics Engineering	Technology and Information Management, Games and Playable Media, Human Computer Interaction, Applied Mathematics	Sam	0.0561	430	0.2437	1068	Lise	0.155 N	Fremont	0.4308
1	482 m/(s^2)	0.7774	Biotechnology	Computer Game Design	Vani	1.1177	1209	0.9273	-34	Michael	0.8249 N	Oakland, San Bernardino, San Jose	0.7182
0	939 m/(s^2)	0.7698	Computer Engineering	Computational Media	Andrew	0.7731	229	0.2893	1154	Tony	0.9948 N	Stockton	-0.0814
2	1448 m/(s^2)	0.3924	Electrical Engineering	Data Science	Eriq	0.6247	1073	0.937	1254	Andrew	1.4009 N	Long Beach	1.3426
2	1125 m/(s^2)	1.2089	Applied Mathematics	DATA SCIENCE	Fabrice	0.7167	664	1.28	326	Andrew	0.8986 N	Irvine	1.4558
1	920 m/(s^2)	1.3967	Human Computer Interaction	Computer Game Design	Michael	1.8596	1102	0.9293	761	Michael	0.8213 N	San Jose, Modesto	1.2182
0	1010 m/(s^2)	0.319	Electrical Engineering	Robotics Engineering	Michael	1.152	433	1.0626	550	Inan	0.628 N	Santa Ana, Stockton	0.0679
5	878 m/(s^2)	1.1665	COMPUTATIONAL MEDIA	Electrical Engineering, Games and Playable Media, Bioengineering	Inan	0.033	662	0.4116	1120	Lise	0.1955 N	Chula Vista	0.7851
3	-38 m/(s^2)	0.194	Bioinformatics	Biotechnology	Chris	0.5331	476	1.144	973	Fabrice	0.8635 N	Anaheim, Moreno Valley	-0.1687
1	480 m/(s^2)	0.5367	Biotechnology	Statistics	Vani	0.9538	947	1.4053	267	Michael	0.8139 N	Modesto, San Jose	1.1698
5	None	0.9568	Robotics Engineering	Human Computer Interaction, Applied Mathematics, Electrical Engineering	Inan	0.2973	64	0.4211	633	Lise	0.7952 N	Fremont	0.3546
5	783 m/(s^2)	1.0139	Technology and Information Management	Applied Mathematics, Technology and Information Management	Tony	0.687	389	0.6442	None	Lise	0.0112 N	Fremont, Fresno	0.839
4	536 m/(s^2)	-0.056	Games and Playable Media	Natural Language Processing	Lise	0.6369	1030	0.9339	1044	Vani	0.718 N	Chula Vista, Fresno	0.8855
5	1389 m/(s^2)	1.6527	Robotics Engineering	Electrical Engineering	Sam	0.751	275	0.4342	591	Lise	0.6275 N	Fremont	1.0537
0	671 m/(s^2)	1.0247	Games and Playable Media	Technology and Information Management	Michael	1.2774	396	0.2953	466	N/A	0.6508 N	Santa Ana	0.5192
3	604 m/(s^2)	0.3946	Computer Engineering	Bioinformatics	Chris	0.3257	264	1.3342	1027	Tony	0.5442 N	San Diego, Bakersfield	0.7378
2	823 m/(s^2)	1.2654	Natural Language Processing	Data Science	Eriq	1.4522	1208	0.8627	732	Andrew	1.0299 N	Moreno Valley, Sacramento, Santa Clarita, Anaheim	1.3205
2	786 m/(s^2)	1.347	Natural Language Processing	Computer Science	fabrice	1.1006	870	0.9433	1170	Andrew	1.4596 N	Long Beach	0.6983
3	153 m/(s^2)	0.8041	Electrical Engineering	Bioinformatics	Chris	1.062	7	1.0625	476	Tony	1.381 N	Bakersfield	0.6637
2	620 m/(s^2)	0.9496	Natural Language Processing	Computer Science	Fabrice	1.2054	658	0.6977	1562	Andrew	0.898 N	Irvine	1.4953
4	212 m/(s^2)	-0.1437	Games and Playable Media	Natural Language Processing	Lise	0.5096	861	1.215	887	Reilly	0.7971 N	Anaheim, Moreno Valley	0.9079
2	553 m/(s^2)	0.7719	Applied Mathematics	Data Science	Eriq	0.5667	842	1.0519	1255	Andrew	0.7352 N	Long Beach	1.114
4	641 m/(s^2)	-0.242	Games and Playable Media	Natural Language Processing	Lise	1.461	1246	0.7377	882	Eriq	1.4257 N	Moreno Valley, Sacramento	1.0839
2	1029 m/(s^2)	0.7135	Applied Mathematics	Computer Science	Fabrice	1.2309	772	1.0	941	Andrew	0.5982 N	Long Beach	0.6723
2	960 m/(s^2)	1.2566	Natural Language Processing	Data Science	Fabrice	1.07	1076	1.6158	1174	Andrew	1.0382 N	Irvine	1.2281
0	1314 m/(s^2)	1.119	Electrical Engineering	Computational Media	Tony	1.0989	89	1.0482	407	Inan	0.8706 N	Stockton	0.2941
0	1140 m/(s^2)	1.4183	Electrical Engineering	Computational Media	aNDREW	1.1988	546	0.6503	1012	Inan	0.6782 N	Riverside	0.7385
5	1019 m/(s^2)	1.129	Robotics Engineering	Electrical Engineering	Tony	1.0163	688	0.9494	1184	Lise	0.449 N	Fresno	0.9528
3	488 m/(s^2)	0.3709	Biotechnology	bIOINFORMATICS	Chris	1.2489	77	1.3804	910	Fabrice	0.4875 N	Bakersfield	0.6901
0	1225 m/(s^2)	0.8049	Electrical Engineering	Computational Media	Eriq	0.489	84	1.2947	1009	Reilly	1.4468 N	SANTA ANA	-0.307
0	1043 m/(s^2)	1.4339	Electrical Engineering	Robotics Engineering	Michael	0.7216	82	1.2412	570	Inan	1.1932 N	Santa Ana, Riverside	-0.0349
1	775 m/(s^2)	0.5158	None	Computer Game Design	Vani	0.9901	974	1.0327	166	Chris	0.8097 N	Fresno, Chula Vista	1.6355
1	657 m/(s^2)	1.3267	Biotechnology	Computer Game Design	Vani	0.6864	952	0.7551	589	Michael	0.5968 N	Oakland, Modesto, San Bernardino	0.6038
2	1044 m/(s^2)	1.0698	GAMES AND PLAYABLE MEDIA	Computer Science	Fabrice	0.8205	904	0.5092	627	Andrew	0.8829 N	Long Beach	0.449
0	1083 m/(s^2)	0.7743	Electrical Engineering	Robotics Engineering	Vani	0.7606	344	0.683	667	Sam	1.0302 N	Riverside	1.0859
4	581 m/(s^2)	-0.3231	Computer Game Design	Computer Engineering	Lise	0.8112	864	0.9966	577	Reilly	0.3965 N	Anaheim, Sacramento, Los Angeles	-0.2997
2	1092 m/(s^2)	0.8404	Natural Language Processing	Computer Science	Eriq	1.4755	836	0.6215	863	Andrew	0.9857 N	Irvine	1.0826
5	1046 m/(s^2)	0.7038	Technology and Information Management	Technology and Information Management, Electrical Engineering, Games and Playable Media, Bioengineering	Tony	0.6506	684	0.3848	1044	Lise	0.2604 N	Fremont	0.5515
5	1046 m/(s^2)	0.9551	Technology and Information Management	Technology and Information Management, Electrical Engineering, Bioengineering, Games and Playable Media	Sam	0.2404	556	0.183	1181	Lise	0.5621 N	Chula Vista	1.4221
2	819 m/(s^2)	1.0272	Applied Mathematics	Computer Science	Eriq	0.7775	836	0.4963	1035	andrew	1.0783 N	Long Beach	0.1118
4	433 m/(s^2)	-0.1849	Computer Game Design	Natural Language Processing	Lise	0.6362	576	1.0113	n/a	VANI	0.9645 N	Moreno Valley, Anaheim, Sacramento	0.9372
1	627 m/(s^2)	1.2303	Human Computer Interaction	Computer Game Design	Lise	0.9636	559	0.7553	39	Michael	0.8236 N	San Jose, Modesto	1.0356
5	952 m/(s^2)	1.6333	Electrical Engineering	Technology and Information Management, Human Computer Interaction, Applied Mathematics	Tony	0.0085	676	0.4042	721	LISE	0.1468 N	Fremont, Chula Vista	1.0073
0	875 m/(s^2)	1.3019	Electrical Engineering	Computational Media	Reilly	0.9849	-34	0.6966	667	Sam	0.6575 N	Irvine	1.1323
3	332 m/(s^2)	0.319	Statistics	Biotechnology	Chris	0.7402	184	1.0815	907	Fabrice	0.8662 N	San Diego	0.2484
0	590 m/(s^2)	1.4783	Electrical Engineering	Robotics Engineering	michael	1.2956	-143	0.9442	891	Andrew	1.0142 N	Stockton	0.5065
0	725 m/(s^2)	1.1923	Electrical Engineering	Computational Media	Michael	0.6807	460	0.5154	888	Sam	0.8902 N	Santa Ana, Stockton	0.1138
0	1032 m/(s^2)	1.4599	Electrical Engineering	Robotics Engineering	Andrew	0.7143	410	1.1558	1195	Sam	0.8545 N	Stockton	0.2107
3	800 m/(s^2)	0.7807	Bioengineering	Biotechnology	Chris	1.0389	-143	1.1613	936	Tony	0.5416 N	Bakersfield	0.8926
3	625 m/(s^2)	0.7232	Bioinformatics	Bioinformatics	Chris	1.0497	-362	1.0989	1099	Tony	0.9406 N	Bakersfield, San Diego	0.7593
0	1106 m/(s^2)	1.1335	Games and Playable Media	Computational Media	Michael	0.8495	499	1.1357	1216	Sam	0.6873 N	Riverside, Santa Ana	0.569
2	751 m/(s^2)	0.5527	Natural Language Processing	Data Science	Eriq	1.3166	556	1.24	931	Andrew	1.1747 N	long beach	1.345
3	28 m/(s^2)	0.5379	Computer Science	Biotechnology	cHRIS	0.4869	-319	1.1392	834	Tony	0.6417 N	Bakersfield	0.5692
0	1249 m/(s^2)	0.6253	Electrical Engineering	Robotics Engineering	Michael	0.7039	-255	0.9908	785	SAM	0.527 N	Stockton, Riverside	0.6747
3	398 m/(s^2)	0.513	Electrical Engineering	Biotechnology	Chris	0.7744	-12	0.7131	861	Fabrice	0.5869 N	Bakersfield	-0.0607
5	1029 m/(s^2)	0.98	Computational Media	Human Computer Interaction, Bioengineering, Applied Mathematics	Lise	0.3742	411	0.6333	1207	Lise	0.0388 N	Fresno	0.8245
0	555 m/(s^2)	1.3981	Electrical Engineering	Robotics Engineering	Michael	1.2515	None	0.3734	807	Inan	0.9775 N	Santa Ana	0.4447
0	1069 m/(s^2)	0.9713		Computational Media	Michael	0.5828	215	0.7676	489	Inan	0.429 N	Santa Ana	0.2712
5	1031 m/(s^2)	1.1447	Games and Playable Media	Bioengineering	Sam	0.5473	734	0.2166	950	Lise	0.5744 N	Fresno, Chula Vista	None
4	336 m/(s^2)	-0.3119	Computer Game Design	Computer Engineering	Lise	1.0935	1129	0.833	802	Reilly	0.926 N	Santa Clarita	0.9653
2	671 m/(s^2)	1.2732	Natural Language Processing	Computer Science	Eriq	1.3483	1142	0.8676	757	Andrew	0.8349 N	Irvine	0.8219
3	181 m/(s^2)	0.4022	Computer Engineering	Biotechnology	Vani	0.4907	73	1.4939	896	Tony	0.8448 N	San Diego	0.6239
4	296 m/(s^2)	-0.0714	Computer Game Design	Computer Engineering	Lise	1.303	787	0.8665	777	Vani	1.2608 N	Moreno Valley	1.1489
0	924 m/(s^2)	0.7543	Electrical Engineering	Robotics Engineering	Andrew	0.7214	285	1.3371	1007	sam	1.1615 N	Stockton	0.3689
0	1085 m/(s^2)	1.357	Electrical Engineering	Computational Media	Andrew	0.9454	-316	0.964	1261	Tony	0.7393 N	Santa Ana, Riverside	0.3968
0	894 m/(s^2)	0.9157	Electrical Engineering	Computational Media	Michael	0.3872	369	1.1843	793	Inan	0.7377 N	Irvine	-0.1947
0	981 m/(s^2)	0.7804	Electrical Engineering	Robotics Engineering	Chris	1.0284	116	0.9535	411	Inan	0.492 N	Bakersfield, San Francisco	0.4478
5	1050 m/(s^2)	1.3859	Robotics Engineering	Electrical Engineering, Technology and Information Management, Bioengineering, Applied Mathematics	Chris	0.1514	475	0.6284	874	Lise	0.4424 N	Fremont, Chula Vista	0.7838
0	843 m/(s^2)	1.3169	Electrical Engineering	Robotics Engineering	Andrew	0.9013	-105	0.9492	678	Inan	0.5886 N	Fremont	0.0563
3	340 m/(s^2)	0.6553	Statistics	Bioinformatics	Chris	1.1606	155	1.3432	754	Tony	0.8196 N	San Francisco	1.3272
3	416 m/(s^2)	0.4689	Statistics	Bioinformatics	Chris	0.6117	312	0.9814	911	Tony	0.714 N	San Diego	0.6342
4	644 m/(s^2)	-0.002	Games and Playable Media	Natural Language Processing	Lise	0.6442	1114	1.4396	1031	Vani	1.0955 N	Sacramento, Santa Clarita, Anaheim	0.5289
3	322 m/(s^2)	0.9369	Computer Game Design	Bioengineering, Electrical Engineering, Games and Playable Media	Chris	0.8853	-5	0.8209	1052	Fabrice	0.8366 N	San Diego, San Francisco	0.6544
4	260 m/(s^2)	-0.2581	Games and Playable Media	Natural Language Processing	Lise	1.4719	NULL	1.2822	1020	Lise	1.1342 N	Moreno Valley, Sacramento, Anaheim	1.048
2	835 m/(s^2)	0.4973	Applied Mathematics	Data Science	Eriq	1.0019	521	1.167	991	Andrew	0.9092 N	Long Beach	0.9761
2	746 m/(s^2)	1.4969	Applied Mathematics	Computer Science	Fabrice	1.0842	322	0.5317	1237	Andrew	1.0313 N	Irvine	0.8223
1	917 m/(s^2)	1.1665	Biotechnology	Statistics	Vani	1.4298	777	0.3449	-65	Chris	0.8874 N	Fremont, Fresno	0.8399
2	758 m/(s^2)	1.1294	Natural Language Processing	Data Science	Fabrice	1.0321	589	1.1067	1183	Andrew	0.9628 N	Long Beach	0.6422
0	1250 m/(s^2)	0.7338	Electrical Engineering	Robotics Engineering	Andrew	0.9928	N/A	0.5974	901	Inan	0.7591 N	Riverside, Stockton	0.807
3	137 m/(s^2)	0.9955	Computational Media	Bioinformatics	cHRIS	1.0625	-246	0.7096	1167	Tony	0.3361 N	San Diego	1.6443
5	1230 m/(s^2)	0.9985	Technology and Information Management	Electrical Engineering, Games and Playable Media, Human Computer Interaction, Applied Mathematics	Sam	0.2907	426	0.6814	595	Lise	0.4845 N	Fremont, Chula Vista	0.6478
3	656 m/(s^2)	0.7248	Computer Science	Bioinformatics	Chris	0.8025	244	1.3215	1403	Tony	1.1916 N	Stockton, Santa Ana	0.5054
4	829 m/(s^2)	0.4462	Computer Game Design	Natural Language Processing	Reilly	1.1551	922	1.0862	1023	Reilly	0.9255 N	Santa Clarita, Sacramento	1.2362
0	349 m/(s^2)	0.7443	Electrical Engineering	Computational Media	NULL	0.4381	-301	0.4705	925	Sam	0.9815 N	Santa Ana, Stockton	0.5305
1	905 m/(s^2)	1.1104	Human Computer Interaction	Computer Game Design	Vani	1.2945	600	1.4758	312	Chris	0.9609 N	oAKLAND, sAN bERNARDINO	0.1938
0	1160 m/(s^2)	1.3238	Electrical Engineering	Computational Media	Andrew	0.5237	520	1.0375	97	Inan	0.9597 N	Riverside	0.8006
1	1066 m/(s^2)	0.9132	Human Computer Interaction	Computer Game Design	Vani	1.0043	1164	0.5587	-282	Michael	0.7788 N	Oakland, San Bernardino, San Jose	0.8805
4	926 m/(s^2)	-0.0097	Computer Game Design	Computer Engineering	Lise	1.0649	1079	0.9304	1117	Reilly	1.299 N	Moreno Valley, Los Angeles, Santa Clarita, Sacramento	0.7999
5	943 m/(s^2)	1.1233	Computational Media	Bioengineering, Electrical Engineering, Games and Playable Media, Technology and Information Management	Tony	0.8921	483	0.3256	1078	Lise	0.173 N	Fresno, Chula Vista	0.2989
2	990 m/(s^2)	1.1652	Natural Language Processing	Computer Science	Fabrice	1.2365	886	0.7402	1106	Andrew	1.3021 N	Long Beach	0.3192
2	1037 m/(s^2)	0.9439	Applied Mathematics	Computer Science	Fabrice	1.2336	550	0.9847	614	Andrew	0.9123 N	Irvine	0.8875
0	1014 m/(s^2)	0.9666	Electrical Engineering	Computational Media	Chris	0.7804	-58	1.3265	849	Inan	1.033 N	Riverside, Santa Ana	0.3783
3	511 m/(s^2)	0.5551	Bioinformatics	Bioinformatics	Chris	1.1433	43	1.5156	1094	Tony	0.7762 N	san diego	0.8996
3	-250 m/(s^2)	1.1015	Computer Engineering	biotechnology	Chris	1.0598	111	1.1378	1446	Fabrice	1.2055 N	San Diego, San Francisco	1.1418
5	1021 m/(s^2)	0.3183	Data Science	Applied Mathematics, Human Computer Interaction, Electrical Engineering, Games and Playable Media	Inan	0.4302	338	1.1903	1276	Lise	0.3064 N	Chula Vista, Fremont	0.7252
2	953 m/(s^2)	0.8398	Applied Mathematics	Data Science	Fabrice	1.3	850	1.1474	880	Andrew	1.0275 N	Long Beach	0.3269
1	1083 m/(s^2)	1.0043	Biotechnology	Computer Game Design	Vani	1.017	883	1.3452	245	Chris	0.6459 N	Modesto	0.6282
1	652 m/(s^2)	0.9326	Biotechnology	Statistics	Vani	1.5848	976	0.701	409	Michael	0.4956 N	San Jose, Oakland, San Bernardino	0.746
3	219 m/(s^2)	0.6847	Computer Game Design	Biotechnology	Chris	1.4108	-425	1.4982	546	Fabrice	0.9147 N	San Francisco	0.2437
3	208 m/(s^2)	-0.0711	Bioinformatics	Bioinformatics	Chris	0.9328	-65	1.4132	1157	Michael	1.2629 N	Anaheim, Santa Clarita	-0.0657
